bhk,propertytype,location,sqft,pricepersqft,totalprice
2,Flat,Bangalore,1524.0,11028,16800000
3,Flat,Bangalore,1931.0,8027,15500000
3,Flat,Bangalore,1550.0,9488,14700000
3,Flat,Bangalore,1601.0,9300,14800000
3,Flat,Bangalore,1660.0,10155,16800000
3,Flat,Bangalore,1693.0,10142,17100000
3,Flat,Bangalore,1870.0,12966,24200000
2,Flat,Bangalore,1168.0,8733,10200000
3,Flat,Bangalore,1625.0,7385,12000000
4,House,Bangalore,3291.0,6752,22200000
2,Flat,Bangalore,1345.0,11291,15100000
3,Flat,Bangalore,1540.0,6500,10000000
3,Flat,Bangalore,2152.0,10688,23000000
3,Flat,Bangalore,1800.0,7000,12600000
3,Flat,Bangalore,1770.0,10600,18700000
4,House,Bangalore,3201.0,8654,27700000
3,Flat,Bangalore,1885.0,6800,12800000
2,Flat,Bangalore,1310.0,14122,18500000
3,Flat,Bangalore,1600.0,7841,12500000
3,Flat,Bangalore,1560.0,11235,17500000
2,Flat,Bangalore,1225.0,14000,17100000
3,Flat,Bangalore,1841.0,10000,18400000
3,Flat,Bangalore,1638.0,9615,15700000
2,Flat,Bangalore,1260.0,10184,12800000
3,Villa,Bangalore,2750.0,6727,18500000
3,Flat,Bangalore,2122.0,11576,24500000
4,Flat,Bangalore,2000.0,19068,45000000
2,Flat,Bangalore,1225.0,6999,8570000
3,Flat,Bangalore,1685.0,10355,17400000
3,Flat,Bangalore,1900.0,11250,22500000
3,Flat,Bangalore,1200.0,14040,17500000
4,Flat,Bangalore,2250.0,9467,21300000
2,Flat,Bangalore,1417.0,10001,14100000
3,Flat,Bangalore,1600.0,7841,12500000
1,Flat,Bangalore,767.0,10318,7909999
3,Flat,Bangalore,1916.0,6950,13300000
4,Flat,Bangalore,1645.0,20963,37000000
2,Flat,Bangalore,1125.0,6554,7370000
4,Flat,Bangalore,2481.0,13393,33200000
3,Flat,Bangalore,2500.0,16492,55000000
2,Flat,Bangalore,1155.0,11706,13500000
2,Flat,Bangalore,1025.0,10573,10800000
3,Flat,Bangalore,1599.0,11772,18800000
3,Flat,Bangalore,1890.0,16931,32000000
3,Flat,Bangalore,1891.0,8497,16000000
3,Villa,Bangalore,2000.0,10000,20000000
3,Flat,Bangalore,850.0,11183,15500000
3,Flat,Bangalore,1680.0,5450,9160000
3,Flat,Bangalore,1441.0,5694,8209999
3,Flat,Bangalore,1277.0,12000,21900000
3,Flat,Bangalore,1200.0,3776,5200000
4,Villa,Bangalore,2870.0,13763,39500000
3,Villa,Bangalore,1350.0,8148,11000000
3,Flat,Bangalore,1531.0,9846,15000000
5,Villa,Bangalore,3180.0,7893,25099999
2,Flat,Bangalore,725.0,7678,8100000
3,Flat,Bangalore,1545.0,15892,25299999
3,Flat,Bangalore,1071.0,8325,13200000
3,Flat,Bangalore,1540.0,5390,8300000
2,Flat,Bangalore,934.0,14847,17000000
3,Flat,Bangalore,1645.0,16413,27000000
4,Flat,Bangalore,5800.0,16551,98000000
2,Flat,Bangalore,923.0,11484,10600000
3,Flat,Bangalore,1223.0,10011,17500000
2,Flat,Bangalore,870.0,9420,11000000
3,Flat,Bangalore,1800.0,12768,25700000
2,Flat,Bangalore,1000.0,14983,17500000
3,Flat,Bangalore,1760.0,18378,34000000
3,Flat,Bangalore,1430.0,12200,21300000
4,Villa,Bangalore,5600.0,11607,65000000
3,Flat,Bangalore,1865.0,29680,55300000
3,Flat,Bangalore,2050.0,15610,32000000
3,Flat,Bangalore,1121.0,20685,29000000
3,Flat,Bangalore,1350.0,14793,25000000
3,Flat,Bangalore,1650.0,16616,27500000
2,Flat,Bangalore,815.0,9800,10700000
2,Flat,Bangalore,1141.0,11218,12800000
3,Flat,Bangalore,1800.0,13939,29900000
2,Flat,Bangalore,900.0,9222,8300000
3,Flat,Bangalore,1786.0,9742,17400000
4,Flat,Bangalore,2845.0,11847,27000000
4,Flat,Bangalore,1986.0,16960,42400000
4,Flat,Bangalore,7792.0,15400,120000000
4,Villa,Bangalore,1700.0,10115,30000000
2,Flat,Bangalore,895.0,5090,4800000
2,Flat,Bangalore,1035.0,9638,13300000
2,Flat,Bangalore,638.0,12358,12000000
3,Flat,Bangalore,1506.0,8632,13000000
3,Flat,Bangalore,1411.0,10220,16900000
4,Flat,Bangalore,3095.0,5977,18500000
3,Flat,Bangalore,1300.0,11371,16500000
3,Flat,Bangalore,1520.0,13062,26800000
3,Flat,Bangalore,985.0,5669,6140000
3,Flat,Bangalore,1900.0,12791,27500000
3,Flat,Bangalore,1008.0,11345,14000000
2,Flat,Bangalore,899.0,10000,11200000
3,Flat,Bangalore,1194.0,9231,18000000
3,Flat,Bangalore,1020.0,10100,18800000
3,Flat,Bangalore,1574.0,13977,22000000
3,Flat,Bangalore,1606.0,8842,14200000
3,Flat,Bangalore,1900.0,11652,27400000
2,Flat,Bangalore,888.0,8446,7500000
3,Flat,Bangalore,1522.0,10096,16800000
2,Flat,Bangalore,830.0,11000,12400000
3,Flat,Bangalore,1748.0,6293,11000000
1,Flat,Bangalore,633.0,7583,4800000
2,Flat,Bangalore,1355.0,14022,19000000
3,Flat,Bangalore,1480.0,8161,12000000
3,Flat,Bangalore,2500.0,12143,34000000
4,Flat,Bangalore,2500.0,11400,28500000
2,Flat,Bangalore,1305.0,7499,9790000
3,Flat,Bangalore,1732.0,6986,12100000
3,Flat,Bangalore,1470.0,12392,21500000
3,Flat,Bangalore,1611.0,14468,23300000
3,Flat,Bangalore,1317.0,13198,26000000
3,Flat,Bangalore,1209.0,6127,9630000
4,Flat,Bangalore,2244.0,14706,33000000
4,Villa,Bangalore,2655.0,8286,22000000
2,Flat,Bangalore,1000.0,7143,10000000
2,Flat,Bangalore,1152.0,6299,7259999
2,Flat,Bangalore,1100.0,10188750,12583100
3,Flat,Bangalore,1662.0,22526,53500000
3,Flat,Bangalore,1515.0,9571,14500000
4,Villa,Bangalore,2870.0,19500,39000000
2,Flat,Bangalore,718.0,13366,13500000
2,Flat,Bangalore,1040.0,5577,5800000
3,Flat,Bangalore,1551.0,10500,23200000
4,Flat,Bangalore,2118.0,4049,8580000
3,Flat,Bangalore,2000.0,14000,28600000
3,Flat,Bangalore,1298.0,15445,29500000
3,Flat,Bangalore,1247.0,9426,14700000
3,Flat,Bangalore,1135.0,15635,28300000
3,Flat,Bangalore,1770.0,11299,20000000
3,Flat,Bangalore,1729.0,5399,9330000
5,Villa,Bangalore,2900.0,19310,56000000
2,Flat,Bangalore,1110.0,20294,7530000
4,Villa,Bangalore,2600.0,8225,69000000
2,Flat,Bangalore,880.0,10000,9710000
3,Flat,Bangalore,1252.0,14000,12500000
3,Flat,Bangalore,1411.0,9676,22500000
3,Flat,Bangalore,1295.0,9681,17900000
5,Villa,Bangalore,2325.0,7966,41000000
2,Flat,Bangalore,929.0,5234,7400000
3,House,Bangalore,2675.0,5671,14000000
2,Flat,Bangalore,1199.0,11364,6800000
4,Flat,Bangalore,5000.0,9231,62500000
2,Flat,Bangalore,1300.0,9499,12000000
3,Flat,Bangalore,1141.0,7867,15000000
3,Flat,Bangalore,1615.0,10819,12700000
3,Flat,Bangalore,1770.0,6500,19100000
3,Flat,Bangalore,1350.0,11064,9560000
2,Flat,Bangalore,1175.0,13045,13000000
3,Flat,Bangalore,1624.0,8150,21100000
3,Flat,Bangalore,1074.0,5064,13000000
2,Flat,Bangalore,811.0,8629,5130000
3,Flat,Bangalore,750.0,11097,9000000
4,Flat,Bangalore,2379.0,8393,26400000
4,Villa,Bangalore,2403.0,8716,26900000
3,House,Bhilai,1000.0,1455,3200000
2,Flat,Bhilai,690.0,2418,2200000
3,Flat,Bhilai,1100.0,2372,3700000
3,House,Bhilai,1200.0,2773,6100000
2,Flat,Bhilai,1000.0,2000,2000000
3,Flat,Bhilai,900.0,3750,3000000
2,House,Bhilai,1100.0,3750,4500000
2,House,Bhilai,1300.0,2756,9000000
2,Flat,Bhilai,1076.0,2667,3900000
2,Flat,Bhilai,750.0,3112,2800000
2,Flat,Bhilai,800.0,4348,2200000
3,Flat,Bhilai,1288.0,4785,5600000
3,Flat,Bhilai,950.0,2917,5000000
3,House,Bhilai,1000.0,8500,3500000
2,House,Bhilai,900.0,3375,8500000
3,Flat,Bhilai,800.0,2000,2700000
2,Flat,Bhilai,800.0,2261,1600000
3,Villa,Bhilai,2300.0,2895,5200000
3,House,Bhilai,1900.0,2462,5500000
3,Flat,Bhilai,1352.0,3540,4800000
3,House,Bhilai,1695.0,3357,6000000
2,House,Bhilai,1250.0,2766,4700000
2,Flat,Bhilai,1035.0,3929,1800000
2,Villa,Bhilai,795.0,3636,2200000
3,Villa,Bhilai,1800.0,2172,11000000
3,Flat,Bhilai,960.0,3465,6000000
2,Flat,Bhilai,661.0,2250,2000000
3,Villa,Bhilai,1018.0,2364,5250000
3,House,Bhilai,1500.0,2250,6500000
3,Flat,Bhilai,1600.0,1548,4500000
2,Flat,Bhilai,1100.0,1833,2600000
3,House,Bhilai,1600.0,4739,3600000
2,Flat,Bhilai,775.0,11111,1200000
3,House,Bhilai,1800.0,6000,3300000
2,House,Bhilai,1055.0,2000,5000000
2,House,Bhilai,1500.0,3750,10000000
2,House,Bhilai,750.0,4348,4500000
2,Flat,Bhilai,1400.0,3901,2800000
2,House,Bhilai,2200.0,2560,9000000
3,Flat,Bhilai,1288.0,2267,5600000
3,Flat,Bhilai,1256.0,1722,4900000
3,Flat,Bhilai,900.0,1920,3200000
3,House,Bhilai,1500.0,2100,3400000
3,Flat,Bhilai,1800.0,3804,3100000
3,Flat,Bhilai,1302.0,2031,2500000
2,Flat,Bhilai,1000.0,9091,2100000
3,Flat,Bhilai,2182.0,3125,8300000
3,Flat,Bhilai,1196.0,3781,4500000
3,House,Bhilai,1320.0,2727,12000000
3,Flat,Bhilai,1600.0,3613,7500000
3,Flat,Bhilai,2050.0,5500,7750000
3,Flat,Bhilai,1320.0,2467,3600000
3,Villa,Bhilai,775.0,2400,2800000
2,House,Bhilai,250.0,3333,3300000
2,Flat,Bhilai,650.0,1821,1850000
3,Flat,Bhilai,1102.0,2232,3600000
2,Flat,Bhilai,900.0,5310,3000000
2,Flat,Bhilai,1757.0,2917,3200000
2,Flat,Bhilai,770.0,2273,2500000
3,House,Bhilai,740.0,2846,4800000
3,Flat,Bhilai,1200.0,4211,3500000
3,Flat,Bhilai,2200.0,1575,5000000
2,Flat,Bhilai,535.0,3789,1850000
2,Flat,Bhilai,650.0,3810,2500000
2,House,Bhilai,570.0,2469,2400000
3,Flat,Bhilai,1302.0,3167,2050000
3,Flat,Bhilai,950.0,3793,3600000
3,House,Bhilai,1960.0,1913,8000000
2,Flat,Bhilai,810.0,3500,2000000
3,House,Bhilai,2400.0,3400,7600000
3,Flat,Bhilai,1280.0,3333,5500000
2,House,Bhilai,1150.0,1610,2200000
2,Flat,Bhilai,1000.0,4864,3500000
2,House,Bhilai,750.0,2189,2550000
3,Flat,Bhilai,1200.0,2667,4000000
2,Flat,Bhilai,1025.0,1687,1650000
2,House,Bhilai,1100.0,2279,5350000
2,Flat,Bhilai,1075.0,2667,2900000
2,Flat,Bhilai,850.0,1546,1610000
2,Flat,Bhilai,850.0,2667,2800000
3,Flat,Bhilai,840.0,3750,2200000
3,Villa,Bhilai,1536.0,2185,3500000
3,House,Bhilai,1500.0,5833,4000000
2,Flat,Bhilai,1035.0,2227,1600000
2,Flat,Bhilai,450.0,3750,1200000
2,House,Bhilai,1300.0,1866,9000000
3,Flat,Bhilai,900.0,2550,2600000
3,House,Bhilai,1200.0,3214,7000000
3,Flat,Bhilai,1302.0,2734,2900000
2,House,Bhilai,800.0,4118,3000000
3,Flat,Bhilai,1340.0,2490,2500000
2,House,Bhilai,1000.0,1600,2550000
3,Flat,Bhilai,1250.0,2400,2700000
2,Flat,Bhilai,1025.0,2706,2300000
3,Flat,Bhilai,1646.0,13381,4500000
3,House,Bhilai,850.0,3111,3500000
2,Flat,Bhilai,800.0,8818,2490000
2,Flat,Bhilai,800.0,2800,1600000
2,Flat,Bhilai,1000.0,1933,2400000
2,Flat,Bhilai,850.0,1953,2300000
3,House,Bhilai,1121.0,2455,15000000
3,Flat,Bhilai,900.0,2000,2800000
2,House,Bhilai,1100.0,489,9700000
2,House,Bhilai,750.0,1176,2100000
2,Flat,Bhilai,750.0,1667,1450000
3,Flat,Bhilai,1950.0,1536,4200000
2,Flat,Bhilai,888.0,2500,2700000
2,Flat,Bhilai,1000.0,3438,2000000
2,Villa,Bhilai,1280.0,1890,680000
2,Flat,Bhilai,850.0,3235,1000000
3,Flat,Bhilai,1210.0,2370,2000000
3,Flat,Bhilai,1302.0,3155,2000000
2,House,Bhilai,2000.0,2083,5000000
3,Villa,Bhilai,1600.0,1556,5500000
2,Flat,Bhilai,880.0,2000,1889999
2,House,Bhilai,973.0,2240,4700000
2,Flat,Bhilai,813.0,2273,3200000
3,Flat,Bhilai,1648.0,2500,5200000
3,Flat,Bhilai,1200.0,5285,2500000
2,Flat,Bhilai,750.0,1803,210000
2,House,Bhilai,450.0,2031,700000
3,House,Bhilai,1100.0,3976,2200000
2,House,Bhilai,1250.0,1821,2800000
3,Flat,Bhilai,2200.0,2154,5000000
3,House,Bhilai,2200.0,3652,5500000
2,Flat,Bhilai,1146.90,1834,1900000
3,Flat,Bhilai,1146.90,2244,5500000
3,House,Bhilai,1146.90,3401,4004191
3,Flat,Bhopal,1650.0,2782,4590000
3,Flat,Bhopal,1726.0,4519,7800000
3,Villa,Bhopal,1779.0,8432,15000000
3,Villa,Bhopal,810.0,10728,8690000
3,Flat,Bhopal,1638.0,3657,5990000
2,Flat,Bhopal,650.0,3567,2800000
3,Villa,Bhopal,840.0,9048,7600000
3,House,Bhopal,1000.0,15000,15000000
2,Flat,Bhopal,894.0,3300,2950000
3,House,Bhopal,1100.0,2984,6200000
2,Flat,Bhopal,754.0,3750,2500000
3,Flat,Bhopal,1100.0,2768,5550000
3,House,Bhopal,1130.0,2547,4700000
2,Flat,Bhopal,1021.0,4872,2600000
3,House,Bhopal,1250.0,2398,9500000
2,Flat,Bhopal,1105.0,3963,2650000
3,Flat,Bhopal,1240.0,2580,6500000
2,Flat,Bhopal,667.0,3333,2430000
2,House,Bhopal,2400.0,2976,8000000
3,Flat,Bhopal,1176.0,2357,3500000
3,Flat,Bhopal,1782.0,1875,4200000
2,House,Bhopal,800.0,2396,1500000
2,Flat,Bhopal,785.0,3791,2350000
3,Flat,Bhopal,1119.0,8583,5000000
3,House,Bhopal,1200.0,4286,10300000
3,Flat,Bhopal,1050.0,5506,6000000
2,House,Bhopal,1453.0,3235,8000000
3,Flat,Bhopal,1700.0,2397,5500000
3,Flat,Bhopal,1460.0,2667,3500000
2,Flat,Bhopal,1150.0,7450,4000000
2,House,Bhopal,2000.0,2295,14900000
3,Flat,Bhopal,105035.0,4436,3350000
3,Flat,Bhopal,920.0,7179,4500000
3,House,Bhopal,1602.0,3733,11500000
2,Flat,Bhopal,750.0,3889,2800000
2,House,Bhopal,900.0,2857,3500000
3,Flat,Bhopal,960.0,2015,3000000
3,Flat,Bhopal,1450.0,2500,3990000
3,Flat,Bhopal,1200.0,2870,3500000
2,Flat,Bhopal,650.0,3551,1600000
2,Flat,Bhopal,750.0,2080,3200000
3,Flat,Bhopal,1380.0,6637,4900000
3,Flat,Bhopal,1074.0,2809,2600000
3,Flat,Bhopal,1005.0,10909,9000000
3,Flat,Bhopal,1246.0,3895,3500000
3,Flat,Bhopal,2012.0,4125,24000000
3,Flat,Bhopal,1669.0,8000,6500000
3,House,Bhopal,1600.0,3100,6600000
2,Flat,Bhopal,1000.0,3037,8000000
3,House,Bhopal,1100.0,3824,6200000
3,Flat,Bhopal,950.0,11364,4100000
3,Villa,Bhopal,1500.0,4643,6500000
3,Flat,Bhopal,1800.0,4948,25000000
3,House,Bhopal,1400.0,5000,6500000
3,Flat,Bhopal,1920.0,3514,9500000
3,House,Bhopal,1400.0,3600,7000000
2,Flat,Bhopal,800.0,3030,2000000
2,Flat,Bhopal,740.0,2849,2600000
3,House,Bhopal,1250.0,7881,4500000
3,Flat,Bhopal,1000.0,3690,4000000
3,Flat,Bhopal,1260.0,3478,3590000
3,Flat,Bhopal,2157.0,3896,17000000
3,Flat,Bhopal,1250.0,4403,6200000
3,Flat,Bhopal,950.0,3111,4800000
2,Flat,Bhopal,700.0,3333,3000000
3,Villa,Bhopal,1590.0,3200,7000000
2,Flat,Bhopal,880.0,2371,2800000
3,Flat,Bhopal,1500.0,7463,5000000
3,House,Bhopal,1220.0,3635,4000000
3,Flat,Bhopal,910.0,2937,2700000
3,House,Bhopal,1000.0,4167,17500000
2,Flat,Bhopal,600.0,4770,2500000
2,Flat,Bhopal,784.0,2746,2850000
2,Flat,Bhopal,715.0,2154,2100000
3,Villa,Bhopal,1800.0,4500,7500000
3,Villa,Bhopal,1216.0,5217,5800000
3,Flat,Bhopal,940.0,3538,3300000
2,House,Bhopal,1950.0,4167,4200000
3,House,Bhopal,2000.0,5000,9000000
2,House,Bhopal,1150.0,6190,6000000
2,Flat,Bhopal,650.0,10119,2300000
2,House,Bhopal,600.0,3378,2500000
2,House,Bhopal,600.0,3043,3000000
3,Villa,Bhopal,1500.0,3542,13000000
3,Villa,Bhopal,840.0,3209,8500000
3,Flat,Bhopal,829.0,3923,2800000
2,Flat,Bhopal,1150.0,2769,3500000
2,Flat,Bhopal,480.0,2364,1700000
3,Flat,Bhopal,1340.0,6818,4300000
2,Flat,Bhopal,500.0,4194,1030000
3,Flat,Bhopal,750.0,3636,5100000
3,Flat,Bhopal,1300.0,3128,3600000
3,Flat,Bhopal,1205.0,4186,3900000
3,House,Bhopal,650.0,4125,6000000
3,Flat,Bhopal,1200.0,3333,6500000
2,Flat,Bhopal,1100.0,2557,7500000
2,Flat,Bhopal,800.0,2727,4500000
3,Flat,Bhopal,750.0,2308,2500000
3,Flat,Bhopal,880.0,2667,3800000
2,Flat,Bhopal,550.0,2917,2000000
3,Flat,Bhopal,1200.0,3000,5500000
3,Villa,Bhopal,1100.0,4545,6500000
2,Flat,Bhopal,814.0,2533,3700000
2,Flat,Bhopal,800.0,5000,3300000
2,Flat,Bhopal,900.0,2667,3000000
2,House,Bhopal,3050.0,3806,7800000
3,House,Bhopal,600.0,1667,7000000
2,House,Bhopal,1540.0,2000,4200000
3,Flat,Bhopal,1300.0,8333,3000000
2,Flat,Bhopal,750.0,6111,2000000
2,Flat,Bhopal,1200.0,4783,3500000
2,Villa,Bhopal,600.0,6667,1800000
2,Flat,Bhopal,592.0,3623,3500000
3,House,Bhopal,1500.0,6667,3800000
3,House,Bhopal,1500.0,2778,8000000
3,House,Bhopal,1350.0,2963,3600000
3,Villa,Bhopal,2400.0,3750,47500000
3,Villa,Bhopal,1550.0,10000,5900000
3,House,Bhopal,900.0,2324,1500000
2,Flat,Bhopal,600.0,3706,1400000
3,Villa,Bhopal,2400.0,5600,15000000
2,House,Bhopal,800.0,2143,5500000
3,Flat,Bhopal,1000.0,7059,5500000
3,Villa,Bhopal,900.0,3600,6000000
2,House,Bhopal,690.0,9000,2500000
2,House,Bhopal,2100.0,2622,14000000
3,Flat,Bhopal,1250.0,2551,7000000
2,Flat,Bhopal,850.0,3167,2500000
3,Flat,Bhopal,1350.0,3776,4000000
3,Flat,Bhopal,1180.0,2000,6000000
2,House,Bhopal,768.0,3333,9000000
3,Flat,Bhopal,1205.0,3158,2800000
3,Flat,Bhopal,1185.0,2947,6300000
3,Villa,Bhopal,1250.0,2750,7000000
3,Flat,Bhopal,1400.0,3714,3000000
2,Flat,Bhopal,740.0,2455,6000000
3,House,Bhopal,1250.0,4500,4500000
2,Flat,Bhopal,800.0,2705,9000000
2,Flat,Bhopal,1068.0,4000,2800000
3,Flat,Bhopal,1372.0,2750,3500000
2,House,Bhopal,600.0,2996,1900000
2,Flat,Bhopal,800.0,5769,3700000
2,Flat,Bhopal,550.0,2863,1400000
2,Flat,Bhopal,1080.0,3657,3600000
2,Flat,Bhopal,950.0,3226,3000000
3,House,Bhopal,1123.0,3717,9500000
3,Flat,Bhopal,1527.0,2055,4500000
2,Flat,Bhopal,1200.0,2057,3300000
2,Flat,Bhopal,700.0,2056,2600000
2,Flat,Bhopal,1100.0,2450,2700000
2,Flat,Bhopal,600.0,2059,2700000
3,House,Bhopal,720.0,2571,3200000
2,Flat,Bhopal,612.0,3579,3310000
3,Flat,Bhopal,1200.0,2188,3300000
2,Flat,Bhopal,918.0,3273,2750000
3,Flat,Bhopal,315.0,2769,1800000
2,Flat,Bhopal,1150.0,2625,3750000
3,Villa,Bhopal,1750.0,3636,6400000
2,Flat,Bhopal,735.0,4000,3200000
3,House,Bhopal,1130.0,3333,4200000
3,Flat,Bhopal,1100.0,2593,2260000
3,Flat,Bhopal,1400.0,3346,2880000
2,Flat,Bhopal,1250.0,2024,2570000
2,House,Bhopal,1000.0,3305,2450000
3,Flat,Bhopal,1180.0,4000,2430000
2,Flat,Bhopal,700.0,2056,1800000
2,Flat,Bhopal,800.0,1667,3400000
3,Flat,Bhopal,1500.0,9583,3500000
3,House,Bhopal,1400.0,5833,7200000
3,Flat,Bhopal,1000.0,4593,3450000
3,Flat,Bhopal,1024.0,2545,4200000
3,House,Bhopal,1300.0,4593,6000000
3,House,Bhopal,2000.0,2333,8000000
2,Flat,Bhopal,900.0,7153,3000000
3,Flat,Bhopal,1350.0,5000,3500000
3,Flat,Bhopal,1076.0,7678,3600000
3,Flat,Bhopal,1235.0,3500,2500000
2,Flat,Bhopal,1059.0,10000,3500000
2,Flat,Bhopal,750.0,2500,3000000
3,Flat,Bhopal,1600.0,3840,3290000
3,Flat,Bhopal,1150.0,4777,2500000
3,Flat,Bhopal,3000.0,4625,5000000
2,House,Bhopal,1200.0,2727,11500000
3,Flat,Bhopal,1200.0,2280,7000000
2,Flat,Bhopal,675.0,2364,3100000
2,Flat,Bhopal,1100.0,1667,2800000
2,Flat,Bhopal,675.0,2667,3100000
3,Flat,Bhopal,1300.0,3676,3500000
3,House,Bhopal,2097.0,3000,15000000
2,House,Bhopal,1000.0,6667,5000000
2,Flat,Bhopal,400.0,2000,1400000
2,Villa,Bhopal,1500.0,2059,15000000
2,Flat,Bhopal,800.0,2453,2000000
2,Flat,Bhopal,625.0,2445,2400000
3,House,Bhopal,1570.0,1500,7500000
2,Flat,Bhopal,800.0,5447,3700000
3,House,Bhopal,1100.0,3167,3000000
2,Flat,Bhopal,965.0,6333,2200000
3,House,Bhopal,870.0,2000,7000000
2,Flat,Bhopal,550.0,4615,1300000
3,Flat,Bhopal,3000.0,1333,5000000
2,House,Bhopal,900.0,4167,2400000
2,Flat,Bhopal,680.0,3827,2500000
2,Flat,Bhopal,800.0,2833,2400000
3,Flat,Bhopal,780.0,2769,5500000
3,House,Bhopal,1400.0,8333,6400000
2,Flat,Bhopal,406.0,2552,1000000
2,Flat,Bhopal,800.0,4658,2110000
2,House,Bhopal,950.0,2063,2330000
2,House,Bhopal,1100.0,4444,2690000
2,Flat,Bhopal,504.0,2056,1350000
2,House,Bhopal,514.0,3000,2800000
2,Flat,Bhopal,600.0,1938,1900000
3,House,Bhopal,1500.0,2058,9500000
3,House,Bhopal,1800.0,4500,3000000
2,House,Bhopal,650.0,2778,3000000
2,Flat,Bhopal,900.0,2917,1200000
2,House,Bhopal,1800.0,3889,7500000
3,Flat,Bhopal,1176.0,2291,4500000
3,Flat,Bhopal,1000.0,2353,3400000
2,Flat,Bhopal,939.0,3158,2600000
3,House,Bhopal,3000.0,5862,25000000
3,Flat,Bhopal,1000.0,3611,3700000
2,Flat,Bhopal,966.0,2293,4500000
3,House,Bhopal,350.0,2769,3310000
2,Flat,Bhopal,750.0,3875,1960000
2,House,Bhopal,900.0,2882,4000000
3,Flat,Bhopal,1240.0,3020,2550000
2,Flat,Bhopal,1000.0,5200,3000000
3,House,Bhopal,1600.0,2494,3100000
2,Flat,Bhopal,900.0,5707,2470000
2,House,Bhopal,1500.0,3111,6500000
3,House,Bhopal,1068.0,2329,9000000
2,Flat,Bhopal,900.0,3557,2500000
3,Flat,Bhopal,950.0,5385,3500000
2,Flat,Bhopal,900.0,4739,3500000
2,Flat,Bhopal,1484.0,3161,3400000
3,Flat,Bhopal,1500.0,4333,4000000
2,Flat,Bhopal,950.0,2564,3000000
3,House,Bhopal,800.0,2123,4690000
3,Flat,Bhopal,1800.0,3679,6500000
3,Flat,Bhopal,915.0,4361,3100000
3,Flat,Bhopal,1300.0,13636,3600000
2,House,Bhopal,992.0,4807,6200000
2,Flat,Bhopal,575.0,3600,2000000
2,Flat,Bhopal,967.0,2211,3700000
3,Flat,Bhopal,1500.0,2286,7800000
3,Flat,Bhopal,1203.0,3900,3000000
2,Flat,Bhopal,500.0,3684,1400000
3,Villa,Bhopal,1040.0,3137,10500000
3,House,Bhopal,1500.0,2421,12500000
3,House,Bhopal,675.0,3333,4200000
2,Flat,Bhopal,600.0,6818,1600000
2,Flat,Bhopal,700.0,6667,2700000
3,Flat,Bhopal,1300.0,5000,7000000
3,Villa,Bhopal,1055.0,5000,5000000
3,Flat,Bhopal,1582.0,3342,5000000
2,Flat,Bhopal,600.0,3222,2600000
3,Flat,Bhopal,1365.0,3111,3500000
3,Flat,Bhopal,1705.0,3125,3620000
2,Flat,Bhopal,1790.0,2571,6590000
3,Villa,Bhopal,1250.0,2941,5450000
3,Flat,Bhopal,2200.0,3518,30000000
3,Villa,Bhopal,1456.0,4625,7000000
3,Flat,Bhopal,1000.0,2222,3600000
3,Flat,Bhopal,1900.0,4474,4200000
3,House,Bhopal,1400.0,2400,3200000
2,Flat,Bhopal,500.0,3214,1950000
3,House,Bhopal,945.0,2741,3500000
3,House,Bhopal,1275.0,3857,4000000
2,Flat,Bhopal,950.0,3667,2300000
3,Flat,Bhopal,1200.0,1536,4000000
3,House,Bhopal,2200.0,7091,15000000
2,House,Bhopal,900.0,14000,6000000
3,Flat,Bhopal,980.0,5000,5500000
3,Flat,Bhopal,1504.60,3859,4250000
3,Villa,Bhopal,1504.60,4571,10000000
3,House,Bhopal,1504.60,2452,3670000
3,Flat,Bhubaneswar,1211.0,10650,23000000
3,Flat,Bhubaneswar,2365.0,8710,20600000
3,Flat,Bhubaneswar,1931.0,8723,16800000
3,Flat,Bhubaneswar,1277.0,5802,10900000
3,Flat,Bhubaneswar,1996.0,6208,12300000
3,Flat,Bhubaneswar,2050.0,7200,14700000
3,Flat,Bhubaneswar,2638.0,8600,22599999
3,Flat,Bhubaneswar,1304.0,6100,12500000
3,Flat,Bhubaneswar,1649.0,5813,9590000
3,Flat,Bhubaneswar,1534.0,6100,14500000
3,Flat,Bhubaneswar,1173.0,6100,10700000
3,Flat,Bhubaneswar,1687.0,8600,22799999
3,Flat,Bhubaneswar,1698.0,8600,22900000
3,Flat,Bhubaneswar,1503.0,8917,21300000
3,Flat,Bhubaneswar,1721.0,6217,10700000
3,Flat,Bhubaneswar,1069.0,6500,12200000
3,Flat,Bhubaneswar,2200.0,8748,19200000
2,Flat,Bhubaneswar,1566.0,7351,11500000
3,Flat,Bhubaneswar,1004.0,8200,12700000
3,Flat,Bhubaneswar,1200.0,9459,17500000
3,Flat,Bhubaneswar,1247.0,5250,10600000
3,Flat,Bhubaneswar,2440.0,9467,23100000
3,Flat,Bhubaneswar,1359.0,7000,15300000
3,Flat,Bhubaneswar,2095.0,6635,13899999
3,Flat,Bhubaneswar,1696.0,5778,9800000
3,Flat,Bhubaneswar,1150.0,8643,9940000
3,Flat,Bhubaneswar,1292.0,6700,14500000
3,Flat,Bhubaneswar,2025.0,7556,15300000
3,Flat,Bhubaneswar,2586.0,7500,19300000
3,Flat,Bhubaneswar,1329.0,6500,17700000
3,Flat,Bhubaneswar,1747.0,6800,11299999
